Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,64,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,32.8,95.3
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Asian/PI,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2015.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,10.6,"Seattle, WA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","Washington State Department of Health, Center for Health Statistics, Death Certificate Data, 1990-2015, August 2016.",,,,,3.3,26
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,36.4,"Charlotte, NC","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",2015 NC BRFSS (Mecklenburg Sample),,,,,13,57.8
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,62.6,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,41.1,84
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,65.3,"New York City, NY","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","New York State Behavioral Risk Factor Surveillance System (BRFSS), limited to New York City (region=2), 2013, 2014, 2015. The New York State BRFSS is an annual statewide telephone survey; the sample is designed to be representative of the non-institutionalized adult household population, aged 18 years and older, who have either a landline or cellular telephone. Analysis by NYC DOHMH Bureau of Epidemiology Services.",,Data are not age adjusted.,,,56.4,73.2
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <50.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Black,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2015.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,63.6,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,34,93.2
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"Columbus, OH","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to total count <50.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"Denver, CO","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Colorado BRFSS,Colorado BRFSS,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"Indianapolis (Marion County), IN","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",CDC Behavioral Risk Factor Surveillance System (BRFSS) data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"Portland (Multnomah County), OR","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"San Antonio, TX","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",BRFSS survey data,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.; Bexar County level data",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Hispanic,,"San Diego County, CA","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""","California Behavioral Risk Factor Survey Workgroup, Public Health Survey Research Program, California State University, Sacramento, CA Dept. of Public Health. BRFSS Data. 2015.",Adults over age 65 who responded yes to having had their pneumonia vaccination,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Adults 65 and Over Who Received Pneumonia Vaccine,2015,Both,Other,69.9,"Las Vegas (Clark County), NV","BRFSS (or similar survey). Percentage of adults over age 65 responding yes to ""have you ever had a pneumonia vaccination?""",Nevada BRFSS - Clark County,,,,,37.7,100
